#loop	basepoint	objectives	function
104	0.5 0 0 0.1 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.82188 	PatMove
105	0.5 0 0 0.1 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.45 0.4 	0.5 3.8061 	HJ_P_Move
106	0.5 0 0 0.1 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.4 0.4 	0.5 3.79032 	PatMove
107	0.5 0 0 0.1 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.35 0.4 	0.5 3.77455 	HJ_P_Move
108	0.5 0 0 0.1 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.75876 	PatMove
109	0.5 0 0 0.05 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.74298 	HJ_P_Move
110	0.5 0 0 0 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.72719 	PatMove
111	0.5 0 0 0 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.35 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.71141 	HJ_P_Move
112	0.5 0 0 0 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.69562 	PatMove
113	0.5 0 0 0 0.45 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.67982 	HJ_P_Move
114	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.3 0.4 	0.5 3.66403 	PatMove
115	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.45 0 0.4 0.3 0.4 	0.5 3.64823 	HJ_P_Move
116	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.4 0 0.4 0.3 0.4 	0.5 3.63243 	PatMove
117	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.35 0 0.4 0.3 0.4 	0.5 3.61663 	HJ_P_Move
118	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.3 0 0.4 0.3 0.4 	0.5 3.60083 	PatMove
119	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.3 0 0.4 0.3 0.35 	0.5 3.58502 	HJ_P_Move
120	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.3 0 0.4 0.3 0.3 	0.5 3.56921 	PatMove
121	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.3 0 0.4 0.3 0.25 	0.5 3.5534 	HJ_P_Move
122	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.3 0 0.4 0.3 0.2 	0.5 3.53758 	PatMove
123	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.25 0 0.4 0.3 0.2 	0.5 3.52177 	HJ_P_Move
124	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.2 0 0.4 0.3 0.2 	0.5 3.50595 	PatMove
125	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.15 0 0.4 0.3 0.2 	0.5 3.49013 	HJ_P_Move
126	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.1 0 0.4 0.3 0.2 	0.5 3.4743 	PatMove
127	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.05 0 0.4 0.3 0.2 	0.5 3.45847 	HJ_P_Move
128	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.4 0.3 0.2 	0.5 3.44264 	PatMove
129	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.35 0.3 0.2 	0.5 3.42681 	HJ_P_Move
130	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.3 0.3 0.2 	0.5 3.41098 	PatMove
131	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.25 0.3 0.2 	0.5 3.39514 	HJ_P_Move
132	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.2 0.3 0.2 	0.5 3.3793 	PatMove
133	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.15 0.3 0.2 	0.5 3.36345 	HJ_P_Move
134	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.1 0.3 0.2 	0.5 3.3476 	PatMove
135	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0.05 0.3 0.2 	0.5 3.33175 	HJ_P_Move
136	0.5 0 0 0 0.4 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.3159 	PatMove
137	0.5 0 0 0 0.4 0 0.05 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.30004 	HJ_P_Move
138	0.5 0 0 0 0.4 0 0 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.28419 	PatMove
139	0.5 0 0 0 0.4 0 0 0.5 0.5 0.5 0.35 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.26832 	HJ_P_Move
140	0.5 0 0 0 0.4 0 0 0.5 0.5 0.5 0.3 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.25246 	PatMove
141	0.5 0 0 0 0.4 0 0 0.45 0.5 0.5 0.3 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.23659 	HJ_P_Move
142	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.3 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.22071 	PatMove
143	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.25 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.20484 	HJ_P_Move
144	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.2 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.18896 	PatMove
145	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.15 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.17308 	HJ_P_Move
146	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.1 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.15719 	PatMove
147	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0.05 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.1413 	HJ_P_Move
148	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.12541 	PatMove
149	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.45 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.10951 	HJ_P_Move
150	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.4 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.09361 	PatMove
151	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.35 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.0777 	HJ_P_Move
152	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.5 0.5 0 0.4 0 0.3 0 0.4 0.5 0.3 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.0618 	PatMove
153	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.45 0.5 0 0.4 0 0.3 0 0.4 0.5 0.3 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.04588 	HJ_P_Move
154	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.3 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.02997 	PatMove
155	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.25 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 3.01405 	HJ_P_Move
156	0.5 0 0 0 0.4 0 0 0.4 0.5 0.5 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 2.99812 	PatMove
157	0.5 0 0 0 0.4 0 0 0.4 0.5 0.45 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 2.98219 	HJ_P_Move
158	0.5 0 0 0 0.4 0 0 0.4 0.5 0.4 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 2.96626 	PatMove
159	0.5 0 0 0 0.4 0 0 0.4 0.5 0.35 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 2.95033 	HJ_P_Move
160	0.5 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.5 2.93438 	PatMove
161	0.55 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.55 2.91698 	HJ_P_Move
162	0.6 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.6 2.89793 	PatMove
163	0.65 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.65 2.87721 	HJ_P_Move
164	0.7 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.7 2.85484 	PatMove
165	0.75 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.75 2.83081 	HJ_P_Move
166	0.8 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.4 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.80513 	PatMove
167	0.8 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.35 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.78851 	HJ_P_Move
168	0.8 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.77189 	PatMove
169	0.85 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.85 2.74426 	HJ_P_Move
170	0.9 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.71496 	PatMove
171	0.95 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.95 2.68398 	HJ_P_Move
172	1 0 0 0 0.4 0 0 0.4 0.5 0.3 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	1 2.65133 	PatMove
173	1 0 0 0 0.4 0 0 0.4 0.5 0.25 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	1 2.63407 	HJ_P_Move
174	1 0 0 0 0.4 0 0 0.4 0.5 0.2 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	1 2.61678 	PatMove
175	0.95 0 0 0 0.4 0 0 0.4 0.5 0.2 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.95 2.64978 	HJ_P_Move
176	0.9 0 0 0 0.4 0 0 0.4 0.5 0.2 0 0.3 0.5 0 0.4 0 0.3 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.68108 	PatMove
177	0.9 0 0 0 0.4 0 0 0.4 0.5 0.2 0 0.3 0.5 0 0.4 0 0.25 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.66411 	HJ_P_Move
178	0.9 0 0 0 0.4 0 0 0.4 0.5 0.2 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.64713 	PatMove
179	0.9 0 0 0 0.4 0 0 0.4 0.5 0.15 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.63014 	HJ_P_Move
180	0.9 0 0 0 0.4 0 0 0.4 0.5 0.1 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.61313 	PatMove
181	0.9 0 0 0 0.4 0 0 0.4 0.5 0.05 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.5961 	HJ_P_Move
182	0.9 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.9 2.57906 	PatMove
183	0.85 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.85 2.60963 	HJ_P_Move
184	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.4 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.63845 	PatMove
185	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.35 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.62172 	HJ_P_Move
186	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.3 0 0.2 0 0.4 0.5 0.2 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.60497 	PatMove
187	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.3 0 0.2 0 0.4 0.5 0.15 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.58821 	HJ_P_Move
188	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.3 0 0.2 0 0.4 0.5 0.1 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.57143 	PatMove
189	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.3 0 0.2 0 0.4 0.5 0.05 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.55464 	HJ_P_Move
190	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.3 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.53783 	PatMove
191	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.25 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.52101 	HJ_P_Move
192	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.2 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.50418 	PatMove
193	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.15 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.48733 	HJ_P_Move
194	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.1 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.47046 	PatMove
195	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0.05 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.45358 	HJ_P_Move
196	0.8 0 0 0 0.4 0 0 0.4 0.5 0 0 0.3 0.5 0 0 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.43669 	PatMove
197	0.8 0 0 0 0.4 0 0 0.4 0.45 0 0 0.3 0.5 0 0 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.41977 	HJ_P_Move
198	0.8 0 0 0 0.4 0 0 0.4 0.4 0 0 0.3 0.5 0 0 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.40285 	PatMove
199	0.8 0 0 0 0.4 0 0 0.4 0.35 0 0 0.3 0.5 0 0 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.3859 	HJ_P_Move
200	0.8 0 0 0 0.4 0 0 0.4 0.3 0 0 0.3 0.5 0 0 0 0.2 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.36894 	PatMove
201	0.8 0 0 0 0.4 0 0 0.4 0.3 0 0 0.3 0.5 0 0 0 0.15 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.35196 	HJ_P_Move
202	0.8 0 0 0 0.4 0 0 0.4 0.3 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.33496 	PatMove
203	0.8 0 0 0 0.4 0 0 0.4 0.25 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.31795 	HJ_P_Move
204	0.8 0 0 0 0.4 0 0 0.4 0.2 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.30091 	PatMove
205	0.8 0 0 0 0.4 0 0 0.4 0.15 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.28386 	HJ_P_Move
206	0.8 0 0 0 0.4 0 0 0.4 0.1 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.26679 	PatMove
207	0.8 0 0 0 0.4 0 0 0.4 0.05 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.2497 	HJ_P_Move
208	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.5 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.23259 	PatMove
209	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.45 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.21546 	HJ_P_Move
210	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.4 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.19831 	PatMove
211	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.35 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.18114 	HJ_P_Move
212	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.3 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.3 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.16395 	PatMove
213	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.25 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.3 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.14674 	HJ_P_Move
214	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.3 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.1295 	PatMove
215	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.25 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.11224 	HJ_P_Move
216	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.2 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.09496 	PatMove
217	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.15 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.07766 	HJ_P_Move
218	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.5 0.2 0 0 0 0.3 0.2 	0.8 2.06033 	PatMove
219	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.5 0.2 0 0 0 0.3 0.15 	0.8 2.04298 	HJ_P_Move
220	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.5 0.2 0 0 0 0.3 0.1 	0.8 2.0256 	PatMove
221	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.5 0.2 0 0 0 0.3 0.05 	0.8 2.0082 	HJ_P_Move
222	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.5 0.2 0 0 0 0.3 0 	0.8 1.99077 	PatMove
223	0.8 0 0 0 0.4 0 0 0.4 0 0 0 0.2 0.5 0 0 0 0.1 0 0.4 0.5 0 0.5 0.1 0.45 0.2 0 0 0 0.3 0 	0.8 1.97332 	HJ_P_Move
