#loop	basepoint	objectives	function
0	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.45455 	initial
100	0.5 0.5 0.5 0.5 0.5 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.03183 	PatMove
101	0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
102	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.0005 	PatMove
103	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
104	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.55 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
105	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.6 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
106	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.65 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
107	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.7 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
108	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.75 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
109	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
110	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.85 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
111	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.9 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
112	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.95 0.55 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
113	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.0005 	IntMove
114	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.45 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
115	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.96915 	PatMove
116	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.55 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
117	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.6 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
118	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.65 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
119	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.7 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
120	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.75 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
121	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
122	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.85 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
123	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.9 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
124	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.95 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
125	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.95 0.4 0.25 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
126	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.4 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.96915 	IntMove
127	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
128	0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.3 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.93781 	PatMove
129	0.5 0.5 0.5 0.5 0.5 0 0.45 0.5 0.5 0.5 0.5 0.3 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
130	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.3 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.90646 	PatMove
131	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
132	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.55 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
133	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.6 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
134	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.65 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
135	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.7 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
136	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.75 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
137	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.8 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
138	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.85 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
139	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.9 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
140	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.95 0.35 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
141	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.3 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.90646 	IntMove
142	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.25 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
143	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.87511 	PatMove
144	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.55 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
145	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.6 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
146	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.65 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
147	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.7 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
148	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.75 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
149	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.8 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
150	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.85 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
151	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.9 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
152	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.95 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
153	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.95 0.2 0.25 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
154	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.2 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.87511 	IntMove
155	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.15 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
156	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.84375 	PatMove
157	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.55 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
158	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.6 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
159	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.65 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
160	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.7 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
161	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.75 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
162	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.8 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
163	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.85 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
164	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.9 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
165	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.95 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
166	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.95 0.1 0.25 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
167	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.1 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.84375 	IntMove
168	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.05 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
169	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.3 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.81239 	PatMove
170	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.25 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
171	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.2 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.78103 	PatMove
172	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.15 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
173	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.1 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.74966 	PatMove
174	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0.05 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
175	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.71829 	PatMove
176	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.5 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
177	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.55 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
178	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.6 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
179	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.65 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
180	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.7 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
181	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.75 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
182	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.8 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
183	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.85 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
184	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.9 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
185	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.95 0.55 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
186	0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0 0 0.4 0.4 0.5 0.8 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 4.71829 	IntMove
