#loop	basepoint	objectives	function
99	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.17 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.72716 	HJ_P_Move
100	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.14 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.71785 	PatMove
101	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.14 0.5 0.38 0.5 0.29 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.70854 	HJ_P_Move
102	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.14 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.69923 	PatMove
103	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.11 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.68991 	HJ_P_Move
104	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.08 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.6806 	PatMove
105	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.08 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.23 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.67129 	HJ_P_Move
106	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.08 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.66198 	PatMove
107	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.65267 	HJ_P_Move
108	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.64336 	PatMove
109	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.47 0.5 0.5 0.5 0.5 0.08 	0.02 4.63405 	HJ_P_Move
110	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.44 0.5 0.5 0.5 0.5 0.08 	0.02 4.62474 	PatMove
111	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.41 0.5 0.5 0.5 0.5 0.08 	0.02 4.61543 	HJ_P_Move
112	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.38 0.5 0.5 0.5 0.5 0.08 	0.02 4.60612 	PatMove
113	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.35 0.5 0.5 0.5 0.5 0.08 	0.02 4.59681 	HJ_P_Move
114	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.32 0.5 0.5 0.5 0.5 0.08 	0.02 4.5875 	PatMove
115	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.29 0.5 0.5 0.5 0.5 0.08 	0.02 4.57819 	HJ_P_Move
116	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.26 0.5 0.5 0.5 0.5 0.08 	0.02 4.56888 	PatMove
117	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.23 0.5 0.5 0.5 0.5 0.08 	0.02 4.55957 	HJ_P_Move
118	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.2 0.5 0.5 0.5 0.5 0.08 	0.02 4.55026 	PatMove
119	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.17 0.5 0.5 0.5 0.5 0.08 	0.02 4.54095 	HJ_P_Move
120	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.2 0.5 0.14 0.5 0.5 0.5 0.5 0.08 	0.02 4.53164 	PatMove
121	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.17 0.5 0.14 0.5 0.5 0.5 0.5 0.08 	0.02 4.52233 	HJ_P_Move
122	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.14 0.5 0.14 0.5 0.5 0.5 0.5 0.08 	0.02 4.51301 	PatMove
123	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.11 0.5 0.14 0.5 0.5 0.5 0.5 0.08 	0.02 4.5037 	HJ_P_Move
124	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.14 0.5 0.5 0.5 0.5 0.08 	0.02 4.49439 	PatMove
125	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.11 0.5 0.5 0.5 0.5 0.08 	0.02 4.48508 	HJ_P_Move
126	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.08 0.5 0.5 0.5 0.5 0.08 	0.02 4.47577 	PatMove
127	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.05 0.5 0.5 0.5 0.5 0.08 	0.02 4.46646 	HJ_P_Move
128	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.45715 	PatMove
129	0.02 0.5 0.14 0.44 0.41 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.44784 	HJ_P_Move
130	0.02 0.5 0.14 0.44 0.38 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.43853 	PatMove
131	0.02 0.5 0.14 0.44 0.35 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.42922 	HJ_P_Move
132	0.02 0.5 0.14 0.44 0.32 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.41991 	PatMove
133	0.02 0.5 0.14 0.44 0.29 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.4106 	HJ_P_Move
134	0.02 0.5 0.14 0.44 0.26 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.40129 	PatMove
135	0.02 0.5 0.14 0.44 0.23 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.39198 	HJ_P_Move
136	0.02 0.5 0.14 0.44 0.2 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.38267 	PatMove
137	0.02 0.5 0.14 0.44 0.17 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.37336 	HJ_P_Move
138	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.5 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.36405 	PatMove
139	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.47 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.35474 	HJ_P_Move
140	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.44 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.34543 	PatMove
141	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.41 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.33611 	HJ_P_Move
142	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.38 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.3268 	PatMove
143	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.35 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.31749 	HJ_P_Move
144	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.32 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.30818 	PatMove
145	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.29 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.29887 	HJ_P_Move
146	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.26 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.28956 	PatMove
147	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.23 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.28025 	HJ_P_Move
148	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.2 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.27094 	PatMove
149	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.17 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.26163 	HJ_P_Move
150	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.14 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.25232 	PatMove
151	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.11 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.24301 	HJ_P_Move
152	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.08 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.5 0.5 0.5 0.5 0.08 	0.02 4.2337 	PatMove
153	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.08 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.47 0.5 0.5 0.5 0.08 	0.02 4.22439 	HJ_P_Move
154	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.08 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.21508 	PatMove
155	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.05 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.20577 	HJ_P_Move
156	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.02 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.32 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.19646 	PatMove
157	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.02 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.29 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.18715 	HJ_P_Move
158	0.02 0.5 0.14 0.44 0.14 0.02 0.5 0.5 0.5 0.02 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.26 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.17784 	PatMove
159	0.02 0.5 0.14 0.44 0.11 0.02 0.5 0.5 0.5 0.02 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.26 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.16852 	HJ_P_Move
160	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.5 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.26 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.15921 	PatMove
161	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.47 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.26 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.1499 	HJ_P_Move
162	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.26 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.14059 	PatMove
163	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.23 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.13128 	HJ_P_Move
164	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.2 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.12197 	PatMove
165	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.17 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.11266 	HJ_P_Move
166	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.14 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.10335 	PatMove
167	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.11 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.09404 	HJ_P_Move
168	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.44 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.08 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.08473 	PatMove
169	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.41 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.08 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.07542 	HJ_P_Move
170	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.08 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.06611 	PatMove
171	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.05 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.0568 	HJ_P_Move
172	0.02 0.5 0.14 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.04749 	PatMove
173	0.02 0.5 0.11 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.03818 	HJ_P_Move
174	0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.5 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.02887 	PatMove
175	0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.47 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.01956 	HJ_P_Move
176	0.02 0.5 0.08 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.01025 	PatMove
177	0.02 0.5 0.05 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 4.00093 	HJ_P_Move
178	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.5 0.08 	0.02 3.99162 	PatMove
179	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.47 0.08 	0.02 3.98231 	HJ_P_Move
180	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.44 0.08 	0.02 3.973 	PatMove
181	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.41 0.08 	0.02 3.96369 	HJ_P_Move
182	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.38 0.08 	0.02 3.95438 	PatMove
183	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.35 0.08 	0.02 3.94507 	HJ_P_Move
184	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.32 0.08 	0.02 3.93576 	PatMove
185	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.29 0.08 	0.02 3.92645 	HJ_P_Move
186	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.26 0.08 	0.02 3.91714 	PatMove
187	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.23 0.08 	0.02 3.90783 	HJ_P_Move
188	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.2 0.08 	0.02 3.89852 	PatMove
189	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.17 0.08 	0.02 3.88921 	HJ_P_Move
190	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.14 0.08 	0.02 3.8799 	PatMove
191	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.11 0.08 	0.02 3.87059 	HJ_P_Move
192	0.02 0.5 0.02 0.44 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.08 0.08 	0.02 3.86128 	PatMove
193	0.02 0.5 0.02 0.41 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.08 0.08 	0.02 3.85197 	HJ_P_Move
194	0.02 0.5 0.02 0.38 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.44 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.08 0.08 	0.02 3.84265 	PatMove
195	0.02 0.5 0.02 0.38 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.41 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.08 0.08 	0.02 3.83334 	HJ_P_Move
196	0.02 0.5 0.02 0.38 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.38 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.08 0.08 	0.02 3.82403 	PatMove
197	0.02 0.5 0.02 0.38 0.08 0.02 0.5 0.5 0.5 0.02 0.38 0.02 0.5 0.38 0.5 0.26 0.5 0.5 0.5 0.02 0.38 0.44 0.08 0.5 0.02 0.44 0.5 0.5 0.05 0.08 	0.02 3.81472 	HJ_P_Move
