#loop	basepoint	objectives	function
0	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.45455 	initial
94	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.394175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.334 	PatMove
95	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.394175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
96	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.394175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
97	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.344175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
98	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.294175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.334 	PatMove
99	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.244175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
100	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.30266 	PatMove
101	0.235651 0.0871076 0.234135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
102	0.235651 0.0871076 0.284135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.334 	HJ_P_Move
103	0.235651 0.0871076 0.334135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.34968 	HJ_P_Move
104	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.36534 	HJ_P_Move
105	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
106	0.235651 0.0871076 0.484135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
107	0.235651 0.0871076 0.534135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
108	0.235651 0.0871076 0.584135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
109	0.235651 0.0871076 0.634135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.44366 	HJ_P_Move
110	0.235651 0.0871076 0.684135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
111	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.194175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.30266 	IntMove
112	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.144175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
113	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.2713 	PatMove
114	0.235651 0.0871076 0.234135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
115	0.235651 0.0871076 0.284135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.30266 	HJ_P_Move
116	0.235651 0.0871076 0.334135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.31833 	HJ_P_Move
117	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.334 	HJ_P_Move
118	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
119	0.235651 0.0871076 0.484135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
120	0.235651 0.0871076 0.534135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
121	0.235651 0.0871076 0.584135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
122	0.235651 0.0871076 0.634135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.41234 	HJ_P_Move
123	0.235651 0.0871076 0.684135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
124	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0941749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.2713 	IntMove
125	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
126	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.142569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
127	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.22425 	PatMove
128	0.235651 0.0871076 0.234135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
129	0.235651 0.0871076 0.284135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.25562 	HJ_P_Move
130	0.235651 0.0871076 0.334135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.2713 	HJ_P_Move
131	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.28698 	HJ_P_Move
132	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
133	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
134	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0804497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
135	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.13045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.28698 	HJ_P_Move
136	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.30266 	HJ_P_Move
137	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
138	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0925689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.22425 	IntMove
139	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
140	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0804497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
141	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.13045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.23993 	HJ_P_Move
142	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.25562 	HJ_P_Move
143	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
144	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.22425 	PatMove
145	0.235651 0.0871076 0.234135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
146	0.235651 0.0871076 0.284135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.25562 	HJ_P_Move
147	0.235651 0.0871076 0.334135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.2713 	HJ_P_Move
148	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.28698 	HJ_P_Move
149	0.235651 0.0871076 0.384135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.136928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
150	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.136928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
151	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.0869279 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
152	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.0869279 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
153	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.0869279 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
154	0.235651 0.0871076 0.434135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.0869279 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.180566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
155	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.22425 	IntMove
156	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.18045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
157	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
158	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.180566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
159	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.230566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
160	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.280566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
161	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.330566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
162	0.235651 0.0871076 0.184135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
163	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
164	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.178193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
165	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0116007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.228193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
166	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	IntMove
167	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.178193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
168	0.235651 0.0871076 0.134135 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.228193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
169	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.228193 0.380566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
170	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.0441749 0.0425689 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.228193 0.430566 0.23045 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
